year,date,hour,tempreture,Clear,Clouds,Fog,Rain
2025,2025-02-10,18,271.68,0,1,0,0
2025,2025-02-10,19,268.36,1,0,0,0
2025,2025-02-10,20,266.41,1,0,0,0
2025,2025-02-10,21,266.9,1,0,0,0
2025,2025-02-11,11,269.94,0,1,0,0
2025,2025-02-11,12,271.61,0,1,0,0
2025,2025-02-11,13,270.34,0,1,0,0
2025,2025-02-11,14,272.22,1,0,0,0
2025,2025-02-11,15,271.83,1,0,0,0
2025,2025-02-11,16,272.95,0,0,0,1
2025,2025-02-11,17,272.08,1,0,0,0
2025,2025-02-11,18,271.88,1,0,0,0
2025,2025-02-11,19,269.83,1,0,0,0
2025,2025-02-11,20,268.03,1,0,0,0
2025,2025-02-11,21,268.68,1,0,0,0
2025,2025-02-12,11,272.38,1,0,0,0
2025,2025-02-12,12,272.79,0,1,0,0
2025,2025-02-12,13,275.19,0,1,0,0
2025,2025-02-12,14,275.08,0,0,0,1
2025,2025-02-12,15,274.91,1,0,0,0
2025,2025-02-12,16,272.98,1,0,0,0
2025,2025-02-12,17,272.28,1,0,0,0
2025,2025-02-12,18,271.09,0,1,0,0
2025,2025-02-12,19,269.86,0,1,0,0
2025,2025-02-12,20,269.32,0,1,0,0
2025,2025-02-12,21,268.5,0,1,0,0
2025,2025-02-13,11,275.64,0,1,0,0
2025,2025-02-13,12,274.03,0,1,0,0
2025,2025-02-13,13,275.62,0,1,0,0
2025,2025-02-13,14,273.88,0,1,0,0
2025,2025-02-13,15,273.61,0,0,0,1
2025,2025-02-13,16,274.04,0,1,0,0
2025,2025-02-13,17,272.98,0,1,0,0
2025,2025-02-13,18,273.88,0,1,0,0
2025,2025-02-13,19,272.85,0,1,0,0
2025,2025-02-13,20,271.61,0,1,0,0
2025,2025-02-13,21,271.54,0,1,0,0
2025,2025-02-14,11,275.52,0,1,0,0
2025,2025-02-14,12,277.33,0,1,0,0
2025,2025-02-14,13,277.64,0,1,0,0
2025,2025-02-14,14,277.77,0,1,0,0
2025,2025-02-14,15,278.05,0,1,0,0
2025,2025-02-14,16,277.1,0,1,0,0
2025,2025-02-14,17,275.24,0,1,0,0
2025,2025-02-14,18,274.04,0,1,0,0
2025,2025-02-14,19,273.77,0,0,0,1
2025,2025-02-14,20,273.62,0,1,0,0
2025,2025-02-14,21,272.45,0,0,0,1
2025,2025-02-15,11,273.51,0,0,0,1
2025,2025-02-15,12,273.26,0,0,0,1
2025,2025-02-15,13,273.8,0,0,0,1
2025,2025-02-15,14,274.75,0,0,0,1
2025,2025-02-15,15,273.56,0,0,0,1
2025,2025-02-15,16,273.71,0,0,0,1
2025,2025-02-15,17,273.46,0,0,0,1
2025,2025-02-15,18,274.82,0,0,0,1
2025,2025-02-15,19,273.74,0,0,0,1
2025,2025-02-15,20,272.99,0,0,0,1
2025,2025-02-15,21,271.53,0,0,0,1
2025,2025-02-16,11,274.62,0,0,1,1
2025,2025-02-16,12,275.59,0,0,1,1
2025,2025-02-16,13,276.33,0,0,0,1
2025,2025-02-16,14,276.8,0,0,0,1
2025,2025-02-16,15,276.76,0,0,0,1
2025,2025-02-16,16,277.06,0,0,0,1
2025,2025-02-16,17,276.74,0,0,0,1
2025,2025-02-16,18,276.69,0,1,0,0
2025,2025-02-16,19,277.36,0,1,0,0
2025,2025-02-16,20,276.8,0,0,0,1
2025,2025-02-16,21,276.13,0,0,0,1
2025,2025-02-17,11,277.76,0,1,0,0
2025,2025-02-17,12,278.93,0,1,0,0
2025,2025-02-17,13,278.26,0,1,0,0
2025,2025-02-17,14,277.95,0,1,0,0
2025,2025-02-17,15,277.63,0,1,0,0
2025,2025-02-17,16,277.87,0,1,0,0
2025,2025-02-17,17,277.85,0,1,0,0
2025,2025-02-17,18,278.27,0,1,0,0
2025,2025-02-17,19,279.22,0,1,0,0
2025,2025-02-17,20,277.66,0,1,0,0
2025,2025-02-17,21,275.89,0,1,0,0
2025,2025-02-18,11,277.27,0,1,0,0
2025,2025-02-18,12,278.14,0,0,0,1
2025,2025-02-18,13,278.78,0,0,0,1
2025,2025-02-18,14,279.11,0,0,0,1
2025,2025-02-18,15,279.49,0,1,0,0
2025,2025-02-18,16,280.17,0,0,0,1
2025,2025-02-18,17,279.35,0,1,0,0
2025,2025-02-18,18,278.54,0,0,0,1
2025,2025-02-18,19,278.22,0,1,0,0
2025,2025-02-18,20,278.64,0,1,0,0
2025,2025-02-18,21,278.6,0,1,0,0
2025,2025-02-19,11,278.65,0,0,0,1
2025,2025-02-19,12,278.15,0,0,0,1
2025,2025-02-19,13,278.13,0,0,0,1
2025,2025-02-19,14,278.31,0,0,0,1
2025,2025-02-19,15,278.34,0,0,0,1
2025,2025-02-19,16,277.93,0,0,0,1
2025,2025-02-19,17,277.97,0,0,0,1
2025,2025-02-19,18,277.9,0,0,0,1
2025,2025-02-19,19,277.77,0,0,0,1
2025,2025-02-19,20,277.45,0,0,0,1
2025,2025-02-19,21,277.19,0,0,0,1
2025,2025-02-20,11,278.06,0,0,0,1
2025,2025-02-20,12,278.16,0,0,0,1
2025,2025-02-20,13,278.38,0,0,0,1
2025,2025-02-20,14,278.87,0,0,0,1
2025,2025-02-20,15,279.22,0,0,0,1
2025,2025-02-20,16,279.52,0,1,0,0
2025,2025-02-20,17,279.88,0,0,0,1
2025,2025-02-20,18,277.63,0,0,0,1
2025,2025-02-20,19,277.63,0,0,0,1
2025,2025-02-20,20,277.27,0,0,0,1
2025,2025-02-20,21,277.43,0,0,0,1
2025,2025-02-21,11,277.33,0,0,0,1
2025,2025-02-21,12,277.72,0,0,0,1
2025,2025-02-21,13,278.02,0,0,1,1
2025,2025-02-21,14,277.89,0,0,1,1
2025,2025-02-21,15,278.55,0,0,1,1
2025,2025-02-21,16,277.98,0,0,1,1
2025,2025-02-21,17,278.99,0,0,1,1
2025,2025-02-21,18,278.53,0,0,0,1
2025,2025-02-21,19,277.88,0,0,0,1
2025,2025-02-21,20,277.88,0,0,0,1
2025,2025-02-21,21,277.81,0,0,0,1
2025,2025-02-22,11,279.67,0,0,0,1
2025,2025-02-22,12,280.22,0,0,0,1
2025,2025-02-22,13,282.9,0,0,0,1
2025,2025-02-22,14,279.98,0,0,1,1
2025,2025-02-22,15,282.84,0,0,1,1
2025,2025-02-22,16,279.63,0,0,0,1
2025,2025-02-22,17,280.33,0,0,0,1
2025,2025-02-22,18,280.2,0,0,0,1
2025,2025-02-22,19,280.15,0,0,0,1
2025,2025-02-22,20,279.66,0,0,0,1
2025,2025-02-22,21,280.26,0,0,0,1
2025,2025-02-23,11,282.83,0,1,0,0
2025,2025-02-23,12,284.07,0,1,0,0
2025,2025-02-23,13,285.08,0,1,0,0
2025,2025-02-23,14,284.64,0,1,0,0
2025,2025-02-23,15,284.28,0,1,0,0
2025,2025-02-23,16,283.83,0,0,0,1
2025,2025-02-23,17,280.29,0,0,0,1
2025,2025-02-23,18,280.5,0,0,1,1
2025,2025-02-23,19,280.08,0,0,0,1
2025,2025-02-23,20,280.12,0,0,0,1
2025,2025-02-23,21,279.3,0,0,0,1
2025,2025-02-24,11,280.69,0,1,0,0
2025,2025-02-24,12,282.78,0,1,0,0
2025,2025-02-24,13,283.58,0,0,0,1
2025,2025-02-24,14,282.34,0,0,0,1
2025,2025-02-24,15,278.53,0,0,0,1
2025,2025-02-24,16,277.88,0,0,0,1
2025,2025-02-24,17,276.54,0,0,1,1
2025,2025-02-24,18,277.22,0,0,0,1
2025,2025-02-24,19,277.51,0,0,0,1
2025,2025-02-24,20,278.21,0,0,0,1
2025,2025-02-24,21,278.35,0,1,0,0
2025,2025-02-25,11,278.7,0,0,1,1
2025,2025-02-25,12,279.78,0,0,0,1
2025,2025-02-25,13,281.16,0,0,0,1
2025,2025-02-25,14,281.37,0,0,0,1
2025,2025-02-25,15,281.27,0,1,0,0
2025,2025-02-25,16,279.42,0,0,0,1
2025,2025-02-25,17,279.41,0,0,0,1
2025,2025-02-25,18,278.91,0,0,0,1
2025,2025-02-25,19,278.8,0,0,0,1
2025,2025-02-25,20,278.57,0,0,0,1
2025,2025-02-25,21,278.92,0,1,0,0
2025,2025-02-26,11,282.79,0,1,0,0
2025,2025-02-26,12,284.45,0,1,0,0
2025,2025-02-26,13,285.51,0,1,0,0
2025,2025-02-26,14,285.2,0,1,0,0
2025,2025-02-26,15,284.39,0,1,0,0
2025,2025-02-26,16,284.34,0,1,0,0
2025,2025-02-26,17,283.29,0,1,0,0
2025,2025-02-26,18,282.83,0,1,0,0
2025,2025-02-26,19,282.55,0,1,0,0
2025,2025-02-26,20,280.63,0,1,0,0
2025,2025-02-26,21,279.42,0,1,0,0
2025,2025-02-27,11,282.76,0,0,0,1
2025,2025-02-27,12,283.81,0,0,0,1
2025,2025-02-27,13,285.05,0,0,0,1
2025,2025-02-27,14,284.23,0,0,0,1
2025,2025-02-27,15,283.4,0,1,0,0
2025,2025-02-27,16,283.04,0,1,0,0
2025,2025-02-27,17,283.93,0,1,0,0
2025,2025-02-27,18,280.85,0,1,0,0
2025,2025-02-27,19,281.41,0,1,0,0
2025,2025-02-27,20,282.56,0,1,0,0
2025,2025-02-27,21,280.06,0,1,0,0
2025,2025-02-28,11,285.84,0,1,0,0
2025,2025-02-28,12,286.01,0,1,0,0
2025,2025-02-28,13,286.95,0,1,0,0
2025,2025-02-28,14,286.83,0,1,0,0
2025,2025-02-28,15,286.55,0,1,0,0
2025,2025-02-28,16,285.88,0,1,0,0
2025,2025-02-28,17,284.59,0,1,0,0
2025,2025-02-28,18,283.41,0,1,0,0
2025,2025-02-28,19,282.47,0,1,0,0
2025,2025-02-28,20,282.66,0,1,0,0
2025,2025-02-28,21,281.05,0,1,0,0
2025,2025-03-01,11,286.1,0,1,0,0
2025,2025-03-01,12,285.72,0,1,0,0
2025,2025-03-01,13,286.37,0,1,0,0
2025,2025-03-01,14,286.74,0,1,0,0
2025,2025-03-01,15,286.25,0,1,0,0
2025,2025-03-01,16,285.17,0,1,0,0
2025,2025-03-01,17,284.22,0,1,0,0
2025,2025-03-01,18,282.75,0,1,0,0
2025,2025-03-01,19,282.76,0,1,0,0
2025,2025-03-01,20,281.87,0,1,0,0
2025,2025-03-01,21,281.36,0,1,0,0
2025,2025-03-02,11,283.55,0,1,0,0
2025,2025-03-02,12,283.73,0,1,0,0
2025,2025-03-02,13,284.24,0,1,0,0
2025,2025-03-02,14,284.6,0,1,0,0
2025,2025-03-02,15,283.62,0,1,0,0
2025,2025-03-02,16,283.69,0,1,0,0
2025,2025-03-02,17,282.84,0,1,0,0
2025,2025-03-02,18,279.51,0,1,0,0
2025,2025-03-02,19,278.38,0,1,0,0
2025,2025-03-02,20,277.58,0,1,0,0
2025,2025-03-02,21,277.66,1,0,0,0
2025,2025-03-03,11,281.22,0,0,0,1
2025,2025-03-03,12,282.18,0,0,0,1
2025,2025-03-03,13,282.81,0,0,0,1
2025,2025-03-03,14,282.78,0,1,0,0
2025,2025-03-03,15,282.64,0,1,0,0
2025,2025-03-03,16,282.57,0,1,0,0
2025,2025-03-03,17,282.68,0,1,0,0
2025,2025-03-03,18,280.89,0,1,0,0
2025,2025-03-03,19,281.31,0,1,0,0
2025,2025-03-03,20,280.64,0,1,0,0
2025,2025-03-03,21,279.65,0,1,0,0
2025,2025-03-04,11,282.28,0,0,0,1
2025,2025-03-04,12,280.54,0,0,0,1
2025,2025-03-04,13,278.87,0,0,0,1
2025,2025-03-04,14,277.91,0,0,0,1
2025,2025-03-04,15,277.83,0,0,1,1
2025,2025-03-04,16,277.05,0,0,0,1
2025,2025-03-04,17,276.8,0,0,0,1
2025,2025-03-04,18,277.42,0,0,0,1
2025,2025-03-04,19,277.57,0,0,0,1
2025,2025-03-04,20,277.39,0,0,0,1
2025,2025-03-04,21,276.53,0,1,0,0
2025,2025-03-05,11,278.21,0,0,0,1
2025,2025-03-05,12,280.06,0,0,0,1
2025,2025-03-05,13,282.51,0,1,0,0
2025,2025-03-05,14,281.67,0,1,0,0
2025,2025-03-05,15,282.65,0,0,0,1
2025,2025-03-05,16,282.38,0,1,0,0
2025,2025-03-05,17,280.58,0,1,0,0
2025,2025-03-05,18,278.81,0,1,0,0
2025,2025-03-05,19,277.03,1,0,0,0
2025,2025-03-05,20,275.98,1,0,0,0
2025,2025-03-05,21,276.01,1,0,0,0
2025,2025-03-06,11,279.99,0,1,0,0
2025,2025-03-06,12,282.55,0,1,0,0
2025,2025-03-06,13,283.39,0,1,0,0
2025,2025-03-06,14,284.06,0,1,0,0
2025,2025-03-06,15,284.04,1,0,0,0
2025,2025-03-06,16,283.44,1,0,0,0
2025,2025-03-06,17,282.98,1,0,0,0
2025,2025-03-06,18,280.75,0,1,0,0
2025,2025-03-06,19,277.54,0,1,0,0
2025,2025-03-06,20,278.75,0,1,0,0
2025,2025-03-06,21,277.42,1,0,0,0
2025,2025-03-07,11,277.93,0,1,0,0
2025,2025-03-07,12,278.33,0,1,0,0
2025,2025-03-07,13,278.28,0,1,0,0
2025,2025-03-07,14,280.26,0,1,0,0
2025,2025-03-07,15,279.83,0,1,0,0
2025,2025-03-07,16,280.59,0,1,0,0
2025,2025-03-07,17,279.06,0,1,0,0
2025,2025-03-07,18,279.72,0,1,0,0
2025,2025-03-07,19,279.41,0,1,0,0
2025,2025-03-07,20,278.72,0,1,0,0
2025,2025-03-07,21,278.3,0,1,0,0
2025,2025-03-08,11,275.14,0,0,1,1
2025,2025-03-08,12,275.54,0,0,1,1
2025,2025-03-08,13,275.39,0,0,0,1
2025,2025-03-08,14,275.97,0,0,0,1
2025,2025-03-08,15,275.63,0,0,1,1
2025,2025-03-08,16,276.53,0,0,1,1
2025,2025-03-08,17,276.67,0,0,0,1
2025,2025-03-08,18,276.6,0,0,0,1
2025,2025-03-08,19,277.58,0,0,0,1
2025,2025-03-08,20,277.68,0,0,0,1
2025,2025-03-08,21,278.65,0,0,0,1
2025,2025-03-09,11,277.59,0,0,0,1
2025,2025-03-09,12,278.94,0,0,0,1
2025,2025-03-09,13,280.37,0,0,0,1
2025,2025-03-09,14,279.45,0,0,0,1
2025,2025-03-09,15,278.48,0,0,0,1
2025,2025-03-09,16,278.2,0,0,0,1
2025,2025-03-09,17,277.89,0,0,0,1
2025,2025-03-09,18,275.8,0,0,0,1
2025,2025-03-09,19,276.22,0,0,0,1
2025,2025-03-09,20,276.18,0,1,0,0
2025,2025-03-09,21,274.69,1,0,0,0
2025,2025-03-10,11,276.67,0,1,0,0
2025,2025-03-10,12,276.96,0,0,0,1
2025,2025-03-10,13,278.87,0,0,0,1
2025,2025-03-10,14,279.65,0,0,0,1
2025,2025-03-10,15,280.22,0,1,0,0
2025,2025-03-10,16,279.28,0,0,0,1
2025,2025-03-10,17,276.54,0,0,0,1
2025,2025-03-10,18,277.48,0,0,0,1
2025,2025-03-10,19,273.3,0,0,0,1
2025,2025-03-10,20,273.66,0,0,0,1
2025,2025-03-10,21,273.7,0,0,0,1
2025,2025-03-11,11,274.55,0,0,1,1
2025,2025-03-11,12,275.33,0,0,0,1
2025,2025-03-11,13,274.97,0,0,0,1
2025,2025-03-11,14,275.05,0,0,0,1
2025,2025-03-11,15,276.0,0,0,0,1
2025,2025-03-11,16,275.7,0,0,0,1
2025,2025-03-11,17,275.82,0,0,0,1
2025,2025-03-11,18,275.02,0,0,0,1
2025,2025-03-11,19,275.48,0,0,0,1
2025,2025-03-11,20,274.9,0,0,0,1
2025,2025-03-11,21,274.78,0,0,0,1
2025,2025-03-12,11,276.79,0,0,0,1
2025,2025-03-12,12,277.22,0,0,0,1
2025,2025-03-12,13,278.33,0,0,0,1
2025,2025-03-12,14,278.25,0,0,1,1
2025,2025-03-12,15,278.73,0,0,1,1
2025,2025-03-12,16,277.57,0,0,0,1
2025,2025-03-12,17,277.39,0,0,0,1
2025,2025-03-12,18,276.63,0,0,0,1
2025,2025-03-12,19,276.77,0,1,0,0
2025,2025-03-12,20,276.73,0,0,0,1
2025,2025-03-12,21,277.35,0,0,0,1
2025,2025-03-13,11,277.4,0,1,0,0
2025,2025-03-13,12,279.05,0,1,0,0
2025,2025-03-13,13,280.87,0,0,0,1
2025,2025-03-13,14,280.32,0,0,0,1
2025,2025-03-13,15,278.27,0,0,0,1
2025,2025-03-13,16,277.97,0,0,0,1
2025,2025-03-13,17,277.32,0,0,0,1
2025,2025-03-13,18,277.87,0,0,0,1
2025,2025-03-13,19,276.32,0,1,0,0
2025,2025-03-13,20,275.21,0,1,0,0
2025,2025-03-13,21,277.07,0,1,0,0
2025,2025-03-14,11,278.08,0,1,0,0
2025,2025-03-14,12,279.96,0,1,0,0
2025,2025-03-14,13,280.27,0,1,0,0
2025,2025-03-14,14,281.94,0,1,0,0
2025,2025-03-14,15,282.2,0,1,0,0
2025,2025-03-14,16,282.73,0,1,0,0
2025,2025-03-14,17,282.49,0,1,0,0
2025,2025-03-14,18,282.14,0,1,0,0
2025,2025-03-14,19,281.32,0,1,0,0
2025,2025-03-14,20,278.45,0,1,0,0
2025,2025-03-14,21,277.66,0,1,0,0
2025,2025-03-15,11,272.53,0,0,0,1
2025,2025-03-15,12,271.52,0,0,0,1
2025,2025-03-15,13,272.2,0,0,0,1
2025,2025-03-15,14,273.81,0,0,0,1
2025,2025-03-15,15,276.34,0,0,0,1
2025,2025-03-15,16,275.63,0,0,0,1
2025,2025-03-15,17,275.93,0,0,0,1
2025,2025-03-15,18,276.6,0,0,0,1
2025,2025-03-15,19,275.54,0,0,0,1
2025,2025-03-15,20,275.45,0,1,0,0
2025,2025-03-15,21,275.25,0,1,0,0
2025,2025-03-16,11,277.8,0,0,0,1
2025,2025-03-16,12,278.71,0,1,0,0
2025,2025-03-16,13,279.68,0,1,0,0
2025,2025-03-16,14,279.87,0,1,0,0
2025,2025-03-16,15,278.98,0,0,0,1
2025,2025-03-16,16,278.58,0,0,0,1
2025,2025-03-16,17,277.83,0,0,0,1
2025,2025-03-16,18,277.34,0,0,0,1
2025,2025-03-16,19,277.09,0,0,0,1
2025,2025-03-16,20,276.91,0,0,0,1
2025,2025-03-16,21,275.89,0,0,0,1
2025,2025-03-17,11,279.08,0,1,0,0
2025,2025-03-17,12,279.09,0,1,0,0
2025,2025-03-17,13,278.44,0,1,0,0
2025,2025-03-17,14,279.7,0,1,0,0
2025,2025-03-17,15,280.04,0,1,0,0
2025,2025-03-17,16,280.32,0,1,0,0
2025,2025-03-17,17,281.19,0,1,0,0
2025,2025-03-17,18,279.18,0,1,0,0
2025,2025-03-17,19,276.88,0,1,0,0
2025,2025-03-17,20,275.27,0,1,0,0
2025,2025-03-17,21,274.66,0,1,0,0
2025,2025-03-18,11,278.12,0,1,0,0
2025,2025-03-18,12,278.75,0,1,0,0
2025,2025-03-18,13,279.65,0,1,0,0
2025,2025-03-18,14,279.62,0,1,0,0
2025,2025-03-18,15,280.35,0,1,0,0
2025,2025-03-18,16,280.78,0,1,0,0
