date,hour,bill,pax,amount,amt_percentage,timezone,temperature_feel_like,rain_1h,clouds_all,weather_Fog,weather_Rain,weather_Clouds,weather_Clear,weather_Snow,weather_Thunderstorm,temperature_celsius,day_of_week,is_weekend
2024-12-01,11,6,0,127.69,7.16,America/Vancouver,280.75,0.0,75.0,0,0,1,0,0,0,7.600000000000023,Sunday,True
2024-12-01,12,15,0,182.11,10.21,America/Vancouver,279.86,0.0,75.0,0,0,1,0,0,0,6.710000000000036,Sunday,True
2024-12-01,13,12,0,160.44,8.99,America/Vancouver,280.62,0.0,40.0,0,0,1,0,0,0,7.470000000000027,Sunday,True
2024-12-01,14,15,0,166.91,9.36,America/Vancouver,281.26,0.0,80.0,0,0,1,0,0,0,8.110000000000014,Sunday,True
2024-12-01,15,16,0,248.1,13.91,America/Vancouver,281.35,0.25,80.0,0,1,0,0,0,0,8.200000000000045,Sunday,True
2024-12-01,16,10,0,177.78,9.97,America/Vancouver,277.57,0.0,77.0,0,0,1,0,0,0,4.420000000000016,Sunday,True
2024-12-01,17,18,0,206.19,11.56,America/Vancouver,275.81,0.0,20.0,0,0,1,0,0,0,2.660000000000025,Sunday,True
2024-12-01,18,10,0,111.17,6.23,America/Vancouver,275.23,0.0,0.0,0,0,0,1,0,0,2.080000000000041,Sunday,True
2024-12-01,19,13,0,183.43,10.28,America/Vancouver,275.73,0.0,0.0,0,0,0,1,0,0,2.580000000000041,Sunday,True
2024-12-01,20,12,0,148.55,8.33,America/Vancouver,277.35,0.0,0.0,0,0,0,1,0,0,4.2000000000000455,Sunday,True
2024-12-01,21,5,0,71.35,4.0,America/Vancouver,277.08,0.0,49.0,0,0,1,0,0,0,3.930000000000007,Sunday,True
2024-12-02,11,1,0,8.9,2.03,America/Vancouver,275.94,0.0,75.0,0,0,1,0,0,0,2.7900000000000205,Monday,False
2024-12-02,12,8,0,151.89,34.61,America/Vancouver,278.65,0.0,75.0,0,0,1,0,0,0,5.5,Monday,False
2024-12-02,13,4,0,45.5,10.37,America/Vancouver,279.61,0.0,75.0,0,0,1,0,0,0,6.460000000000036,Monday,False
2024-12-02,14,6,0,138.0,31.45,America/Vancouver,278.15,0.0,75.0,0,0,1,0,0,0,5.0,Monday,False
2024-12-02,15,3,0,35.02,7.98,America/Vancouver,279.79,0.0,75.0,0,0,1,0,0,0,6.640000000000043,Monday,False
2024-12-02,16,5,0,59.49,13.56,America/Vancouver,279.07,0.25,89.0,0,1,0,0,0,0,5.920000000000016,Monday,False
2024-12-02,17,0,0,0.0,0.0,America/Vancouver,276.81,0.0,98.0,0,0,1,0,0,0,3.660000000000025,Monday,False
2024-12-02,18,0,0,0.0,0.0,America/Vancouver,277.09,0.0,100.0,0,0,1,0,0,0,3.9399999999999977,Monday,False
2024-12-02,19,0,0,0.0,0.0,America/Vancouver,276.94,0.0,75.0,0,0,1,0,0,0,3.7900000000000205,Monday,False
2024-12-02,20,0,0,0.0,0.0,America/Vancouver,276.8,0.0,97.0,0,0,1,0,0,0,3.650000000000034,Monday,False
2024-12-02,21,0,0,0.0,0.0,America/Vancouver,276.43,0.0,93.0,0,0,1,0,0,0,3.2800000000000296,Monday,False
2024-12-03,11,3,0,27.41,2.94,America/Vancouver,277.87,0.0,75.0,0,0,1,0,0,0,4.720000000000027,Tuesday,False
2024-12-03,12,5,0,109.06,11.7,America/Vancouver,280.11,0.0,75.0,0,0,1,0,0,0,6.960000000000036,Tuesday,False
2024-12-03,13,9,0,160.4,17.21,America/Vancouver,280.55,0.25,62.0,0,1,0,0,0,0,7.400000000000034,Tuesday,False
2024-12-03,14,10,0,120.27,12.91,America/Vancouver,280.85,0.0,20.0,0,0,1,0,0,0,7.7000000000000455,Tuesday,False
2024-12-03,15,3,0,53.9,5.78,America/Vancouver,280.37,0.0,75.0,0,0,1,0,0,0,7.220000000000027,Tuesday,False
2024-12-03,16,4,0,59.92,6.43,America/Vancouver,280.55,0.0,91.0,0,0,1,0,0,0,7.400000000000034,Tuesday,False
2024-12-03,17,6,0,71.46,7.67,America/Vancouver,277.66,0.25,40.0,0,1,0,0,0,0,4.510000000000048,Tuesday,False
2024-12-03,18,13,0,146.37,15.71,America/Vancouver,277.94,0.0,0.0,0,0,0,1,0,0,4.7900000000000205,Tuesday,False
2024-12-03,19,9,0,103.52,11.11,America/Vancouver,277.33,0.0,0.0,0,0,0,1,0,0,4.180000000000007,Tuesday,False
2024-12-03,20,5,0,62.36,6.69,America/Vancouver,277.1,0.0,0.0,0,0,0,1,0,0,3.9500000000000455,Tuesday,False
2024-12-03,21,0,0,0.0,0.0,America/Vancouver,276.66,0.0,5.0,0,0,0,1,0,0,3.5100000000000477,Tuesday,False
2024-12-04,11,10,0,93.73,9.69,America/Vancouver,279.62,0.0,17.0,0,0,1,0,0,0,6.470000000000027,Wednesday,False
2024-12-04,12,4,0,93.96,9.71,America/Vancouver,279.08,0.0,16.0,0,0,1,0,0,0,5.930000000000007,Wednesday,False
2024-12-04,13,7,0,106.76,11.03,America/Vancouver,279.94,0.25,17.0,0,1,0,0,0,0,6.7900000000000205,Wednesday,False
2024-12-04,14,9,0,132.5,13.69,America/Vancouver,279.72,0.0,31.0,0,0,1,0,0,0,6.57000000000005,Wednesday,False
2024-12-04,15,9,0,103.22,10.67,America/Vancouver,279.19,0.0,10.0,0,0,0,1,0,0,6.0400000000000205,Wednesday,False
2024-12-04,16,9,0,119.69,12.37,America/Vancouver,278.74,0.0,9.0,0,0,0,1,0,0,5.590000000000032,Wednesday,False
2024-12-04,17,6,0,67.12,6.94,America/Vancouver,277.89,0.0,7.0,0,0,0,1,0,0,4.740000000000009,Wednesday,False
2024-12-04,18,8,0,111.21,11.49,America/Vancouver,277.57,0.0,5.0,0,0,0,1,0,0,4.420000000000016,Wednesday,False
2024-12-04,19,11,0,94.09,9.72,America/Vancouver,277.24,0.0,100.0,1,0,0,0,0,0,4.090000000000032,Wednesday,False
2024-12-04,20,5,0,44.6,4.61,America/Vancouver,275.2,0.0,100.0,1,0,0,0,0,0,2.0500000000000114,Wednesday,False
2024-12-04,21,1,0,0.9,0.09,America/Vancouver,275.44,0.0,100.0,1,0,0,0,0,0,2.2900000000000205,Wednesday,False
2024-12-05,11,1,0,15.02,1.91,America/Vancouver,278.41,0.0,100.0,0,0,1,0,0,0,5.260000000000048,Thursday,False
2024-12-05,12,3,0,30.61,3.9,America/Vancouver,279.75,0.0,73.0,0,0,1,0,0,0,6.600000000000023,Thursday,False
2024-12-05,13,3,0,34.87,4.44,America/Vancouver,279.09,0.0,75.0,0,0,1,0,0,0,5.939999999999998,Thursday,False
2024-12-05,14,14,0,175.04,22.3,America/Vancouver,280.11,0.0,75.0,0,0,1,0,0,0,6.960000000000036,Thursday,False
2024-12-05,15,6,0,51.66,6.58,America/Vancouver,277.84,0.0,100.0,0,0,1,0,0,0,4.689999999999998,Thursday,False
2024-12-05,16,8,0,75.51,9.62,America/Vancouver,278.86,0.0,100.0,0,0,1,0,0,0,5.710000000000036,Thursday,False
2024-12-05,17,4,0,40.85,5.2,America/Vancouver,279.46,0.0,100.0,0,0,1,0,0,0,6.310000000000002,Thursday,False
2024-12-05,18,10,0,96.62,12.31,America/Vancouver,278.22,0.0,100.0,0,1,0,0,0,0,5.07000000000005,Thursday,False
2024-12-05,19,18,0,219.5,27.96,America/Vancouver,279.85,0.25,100.0,0,1,0,0,0,0,6.7000000000000455,Thursday,False
2024-12-05,20,4,0,45.37,5.78,America/Vancouver,279.9,0.0,75.0,0,0,1,0,0,0,6.75,Thursday,False
2024-12-05,21,0,0,0.0,0.0,America/Vancouver,279.4,0.0,100.0,0,0,1,0,0,0,6.25,Thursday,False
2024-12-06,11,6,0,280.59,20.24,America/Vancouver,281.43,0.0,100.0,0,0,1,0,0,0,8.28000000000003,Friday,False
2024-12-06,12,6,0,68.24,4.92,America/Vancouver,280.92,0.0,100.0,0,0,1,0,0,0,7.770000000000039,Friday,False
2024-12-06,13,7,0,76.52,5.52,America/Vancouver,282.55,0.0,100.0,0,0,1,0,0,0,9.400000000000034,Friday,False
2024-12-06,14,7,0,90.38,6.52,America/Vancouver,281.02,0.0,75.0,0,0,1,0,0,0,7.8700000000000045,Friday,False
2024-12-06,15,8,0,95.7,6.9,America/Vancouver,282.01,0.0,75.0,0,0,1,0,0,0,8.860000000000014,Friday,False
2024-12-06,16,8,0,69.33,5.0,America/Vancouver,281.2,0.0,75.0,0,0,1,0,0,0,8.050000000000011,Friday,False
2024-12-06,17,13,0,132.84,9.58,America/Vancouver,282.7,1.13,100.0,0,1,0,0,0,0,9.550000000000011,Friday,False
2024-12-06,18,12,0,140.98,10.17,America/Vancouver,283.97,0.15,100.0,0,1,0,0,0,0,10.82000000000005,Friday,False
2024-12-06,19,18,0,211.3,15.24,America/Vancouver,283.98,0.76,100.0,0,1,0,0,0,0,10.830000000000041,Friday,False
2024-12-06,20,7,0,95.75,6.91,America/Vancouver,284.37,0.25,100.0,0,1,0,0,0,0,11.220000000000027,Friday,False
2024-12-06,21,6,0,124.76,9.0,America/Vancouver,282.7,3.08,100.0,1,1,0,0,0,0,9.550000000000011,Friday,False
2024-12-07,11,5,0,45.28,4.09,America/Vancouver,283.04,1.17,100.0,0,1,0,0,0,0,9.890000000000043,Saturday,True
2024-12-07,12,9,0,126.35,11.42,America/Vancouver,282.77,0.95,75.0,0,1,0,0,0,0,9.620000000000005,Saturday,True
2024-12-07,13,10,0,123.49,11.16,America/Vancouver,283.83,0.38,20.0,0,1,0,0,0,0,10.680000000000007,Saturday,True
2024-12-07,14,13,0,148.01,13.37,America/Vancouver,284.43,1.08,81.0,0,1,0,0,0,0,11.28000000000003,Saturday,True
2024-12-07,15,10,0,133.91,12.1,America/Vancouver,283.47,0.51,68.0,0,1,0,0,0,0,10.32000000000005,Saturday,True
2024-12-07,16,14,0,215.19,19.44,America/Vancouver,281.03,0.0,75.0,0,0,1,0,0,0,7.8799999999999955,Saturday,True
2024-12-07,17,5,0,42.8,3.87,America/Vancouver,280.02,0.0,75.0,0,0,1,0,0,0,6.8700000000000045,Saturday,True
2024-12-07,18,10,0,90.13,8.14,America/Vancouver,278.5,0.0,40.0,0,0,1,0,0,0,5.350000000000023,Saturday,True
2024-12-07,19,4,0,30.98,2.8,America/Vancouver,277.03,0.0,20.0,0,0,1,0,0,0,3.8799999999999955,Saturday,True
2024-12-07,20,7,0,91.83,8.3,America/Vancouver,277.3,0.0,75.0,0,0,1,0,0,0,4.150000000000034,Saturday,True
2024-12-07,21,6,0,58.8,5.31,America/Vancouver,277.55,0.0,75.0,0,0,1,0,0,0,4.400000000000034,Saturday,True
2024-12-08,11,3,0,37.34,3.38,America/Vancouver,279.67,0.0,40.0,0,0,1,0,0,0,6.520000000000039,Sunday,True
2024-12-08,12,8,0,93.78,8.48,America/Vancouver,279.71,0.19,75.0,0,1,0,0,0,0,6.560000000000002,Sunday,True
2024-12-08,13,9,0,87.42,7.91,America/Vancouver,279.97,0.14,100.0,0,1,0,0,0,0,6.82000000000005,Sunday,True
2024-12-08,14,13,0,124.58,11.27,America/Vancouver,279.39,0.25,75.0,0,1,0,0,0,0,6.240000000000009,Sunday,True
2024-12-08,15,19,0,218.06,19.72,America/Vancouver,279.1,0.0,75.0,0,0,1,0,0,0,5.9500000000000455,Sunday,True
2024-12-08,16,8,0,78.33,7.08,America/Vancouver,278.34,0.0,75.0,0,0,1,0,0,0,5.189999999999998,Sunday,True
2024-12-08,17,5,0,76.11,6.88,America/Vancouver,277.54,0.0,75.0,0,0,1,0,0,0,4.390000000000043,Sunday,True
2024-12-08,18,11,0,117.81,10.65,America/Vancouver,279.32,0.0,81.0,0,0,1,0,0,0,6.170000000000016,Sunday,True
2024-12-08,19,11,0,102.71,9.29,America/Vancouver,280.22,0.0,75.0,0,0,1,0,0,0,7.07000000000005,Sunday,True
2024-12-08,20,11,0,128.4,11.61,America/Vancouver,279.6,0.0,89.0,0,0,1,0,0,0,6.4500000000000455,Sunday,True
2024-12-08,21,4,0,41.3,3.73,America/Vancouver,279.73,0.0,100.0,0,0,1,0,0,0,6.580000000000041,Sunday,True
2024-12-09,11,2,0,16.27,2.03,America/Vancouver,278.65,0.25,75.0,0,1,0,0,0,0,5.5,Monday,False
2024-12-09,12,3,0,39.75,4.96,America/Vancouver,278.98,0.0,75.0,0,0,1,0,0,0,5.830000000000041,Monday,False
2024-12-09,13,8,0,82.5,10.29,America/Vancouver,278.89,0.0,75.0,0,0,1,0,0,0,5.740000000000009,Monday,False
2024-12-09,14,6,0,117.22,14.62,America/Vancouver,279.82,0.0,75.0,0,0,1,0,0,0,6.670000000000016,Monday,False
2024-12-09,15,10,0,95.29,11.89,America/Vancouver,279.06,0.0,40.0,0,0,1,0,0,0,5.910000000000025,Monday,False
2024-12-09,16,3,0,41.56,5.19,America/Vancouver,279.82,0.0,77.0,0,0,1,0,0,0,6.670000000000016,Monday,False
2024-12-09,17,11,0,114.32,14.26,America/Vancouver,275.7,0.0,20.0,0,0,1,0,0,0,2.5500000000000114,Monday,False
2024-12-09,18,11,0,119.87,14.96,America/Vancouver,278.27,0.0,61.0,0,0,1,0,0,0,5.1200000000000045,Monday,False
2024-12-09,19,15,0,174.75,21.8,America/Vancouver,277.01,0.0,41.0,0,0,1,0,0,0,3.8600000000000136,Monday,False
2024-12-09,20,0,0,0.0,0.0,America/Vancouver,276.87,0.0,20.0,0,0,1,0,0,0,3.7200000000000273,Monday,False
2024-12-09,21,0,0,0.0,0.0,America/Vancouver,276.66,0.0,75.0,0,0,1,0,0,0,3.5100000000000477,Monday,False
2024-12-10,11,2,0,12.44,1.59,America/Vancouver,276.99,0.0,75.0,0,0,1,0,0,0,3.840000000000032,Tuesday,False
2024-12-10,12,7,0,68.02,8.71,America/Vancouver,276.88,0.0,75.0,0,0,1,0,0,0,3.730000000000018,Tuesday,False
2024-12-10,13,5,0,66.54,8.52,America/Vancouver,277.45,0.0,40.0,0,0,1,0,0,0,4.300000000000011,Tuesday,False
2024-12-10,14,13,0,158.61,20.3,America/Vancouver,276.41,0.0,75.0,0,0,1,0,0,0,3.2600000000000477,Tuesday,False
2024-12-10,15,4,0,30.23,3.87,America/Vancouver,276.75,0.0,75.0,0,0,1,0,0,0,3.6000000000000227,Tuesday,False
2024-12-10,16,8,0,120.34,15.4,America/Vancouver,276.13,0.0,75.0,0,0,1,0,0,0,2.980000000000018,Tuesday,False
2024-12-10,17,6,0,58.14,7.44,America/Vancouver,277.73,0.0,99.0,0,0,1,0,0,0,4.580000000000041,Tuesday,False
2024-12-10,18,3,0,28.04,3.59,America/Vancouver,276.18,0.0,75.0,0,0,1,0,0,0,3.0300000000000296,Tuesday,False
2024-12-10,19,18,0,201.51,25.79,America/Vancouver,275.92,0.0,100.0,0,0,1,0,0,0,2.7700000000000387,Tuesday,False
2024-12-10,20,4,0,37.43,4.79,America/Vancouver,276.25,0.0,100.0,0,0,1,0,0,0,3.1000000000000227,Tuesday,False
2024-12-10,21,0,0,0.0,0.0,America/Vancouver,278.11,0.0,100.0,0,0,1,0,0,0,4.960000000000036,Tuesday,False
2024-12-11,11,4,0,26.87,2.84,America/Vancouver,278.27,0.0,75.0,0,0,1,0,0,0,5.1200000000000045,Wednesday,False
2024-12-11,12,4,0,52.72,5.58,America/Vancouver,280.19,0.0,75.0,0,0,1,0,0,0,7.0400000000000205,Wednesday,False
2024-12-11,13,10,0,141.81,15.0,America/Vancouver,282.1,0.0,20.0,0,0,1,0,0,0,8.950000000000045,Wednesday,False
2024-12-11,14,2,0,28.96,3.06,America/Vancouver,280.21,0.0,75.0,0,0,1,0,0,0,7.060000000000002,Wednesday,False
2024-12-11,15,8,0,85.53,9.05,America/Vancouver,281.07,0.0,20.0,0,0,1,0,0,0,7.920000000000016,Wednesday,False
2024-12-11,16,10,0,142.63,15.09,America/Vancouver,279.86,0.0,1.0,0,0,0,1,0,0,6.710000000000036,Wednesday,False
2024-12-11,17,7,0,93.37,9.88,America/Vancouver,277.92,0.0,0.0,0,0,0,1,0,0,4.770000000000039,Wednesday,False
2024-12-11,18,13,0,161.6,17.09,America/Vancouver,276.66,0.0,0.0,0,0,0,1,0,0,3.5100000000000477,Wednesday,False
2024-12-11,19,14,0,169.62,17.94,America/Vancouver,276.17,0.0,0.0,0,0,0,1,0,0,3.0200000000000387,Wednesday,False
2024-12-11,20,4,0,42.22,4.47,America/Vancouver,274.57,0.0,0.0,0,0,0,1,0,0,1.420000000000016,Wednesday,False
2024-12-11,21,0,0,0.0,0.0,America/Vancouver,275.51,0.0,0.0,0,0,0,1,0,0,2.3600000000000136,Wednesday,False
2024-12-13,11,3,0,21.13,1.82,America/Vancouver,276.84,1.24,100.0,0,1,0,0,0,0,3.6899999999999977,Friday,False
2024-12-13,12,6,0,72.62,6.25,America/Vancouver,276.17,0.95,100.0,0,1,0,0,0,0,3.0200000000000387,Friday,False
2024-12-13,13,7,0,92.97,8.0,America/Vancouver,276.56,0.62,100.0,0,1,0,0,0,0,3.410000000000025,Friday,False
2024-12-13,14,8,0,151.01,12.99,America/Vancouver,276.6,0.83,100.0,0,1,0,0,0,0,3.4500000000000455,Friday,False
2024-12-13,15,7,0,72.18,6.21,America/Vancouver,277.11,0.41,100.0,0,1,0,0,0,0,3.9600000000000364,Friday,False
2024-12-13,16,4,0,40.33,3.47,America/Vancouver,276.96,0.35,100.0,0,1,0,0,0,0,3.8100000000000023,Friday,False
2024-12-13,17,12,0,160.76,13.83,America/Vancouver,276.43,0.83,100.0,0,1,0,0,0,0,3.2800000000000296,Friday,False
2024-12-13,18,11,0,131.07,11.28,America/Vancouver,276.36,0.8,100.0,0,1,0,0,0,0,3.2100000000000364,Friday,False
2024-12-13,19,16,0,207.42,17.85,America/Vancouver,276.45,0.76,100.0,0,1,0,0,0,0,3.3000000000000114,Friday,False
2024-12-13,20,12,0,127.09,10.94,America/Vancouver,275.64,0.51,100.0,0,1,0,0,0,0,2.490000000000009,Friday,False
2024-12-13,21,5,0,85.53,7.36,America/Vancouver,275.54,2.29,100.0,0,1,0,0,0,0,2.390000000000043,Friday,False
2024-12-14,11,3,0,25.71,1.75,America/Vancouver,279.2,2.03,95.0,0,1,0,0,0,0,6.050000000000011,Saturday,True
2024-12-14,12,9,0,166.73,11.33,America/Vancouver,277.42,0.8,100.0,0,1,0,0,0,0,4.270000000000039,Saturday,True
2024-12-14,13,4,0,53.04,3.6,America/Vancouver,277.67,0.76,100.0,0,1,0,0,0,0,4.520000000000039,Saturday,True
2024-12-14,14,11,0,132.46,9.0,America/Vancouver,277.2,1.17,100.0,0,1,0,0,0,0,4.050000000000011,Saturday,True
2024-12-14,15,20,0,209.48,14.24,America/Vancouver,276.89,0.47,75.0,0,1,0,0,0,0,3.740000000000009,Saturday,True
2024-12-14,16,5,0,46.77,3.18,America/Vancouver,277.2,1.98,75.0,0,1,0,0,0,0,4.050000000000011,Saturday,True
2024-12-14,17,12,0,121.8,8.28,America/Vancouver,277.09,0.25,75.0,0,1,0,0,0,0,3.9399999999999977,Saturday,True
2024-12-14,18,13,0,175.12,11.9,America/Vancouver,277.21,0.62,75.0,0,1,0,0,0,0,4.060000000000002,Saturday,True
2024-12-14,19,26,0,299.33,20.34,America/Vancouver,276.65,0.88,75.0,0,1,0,0,0,0,3.5,Saturday,True
2024-12-14,20,20,0,165.46,11.25,America/Vancouver,276.45,0.95,75.0,0,1,0,0,0,0,3.3000000000000114,Saturday,True
2024-12-14,21,6,0,75.43,5.13,America/Vancouver,275.81,0.81,40.0,0,1,0,0,0,0,2.660000000000025,Saturday,True
2024-12-15,11,4,0,36.95,3.41,America/Vancouver,278.65,0.0,20.0,0,0,1,0,0,0,5.5,Sunday,True
2024-12-15,12,8,0,86.46,7.97,America/Vancouver,278.61,0.0,20.0,0,0,1,0,0,0,5.460000000000036,Sunday,True
2024-12-15,13,8,0,79.35,7.32,America/Vancouver,276.82,0.25,40.0,0,1,0,0,0,0,3.670000000000016,Sunday,True
2024-12-15,14,10,0,101.86,9.39,America/Vancouver,277.75,1.27,20.0,0,1,0,0,0,0,4.600000000000023,Sunday,True
2024-12-15,15,18,0,194.4,17.93,America/Vancouver,276.73,1.02,20.0,0,1,0,0,0,0,3.580000000000041,Sunday,True
2024-12-15,16,15,0,171.92,15.85,America/Vancouver,276.27,0.25,40.0,0,1,0,0,0,0,3.1200000000000045,Sunday,True
2024-12-15,17,9,0,84.05,7.75,America/Vancouver,274.97,23.37,40.0,0,1,0,0,0,0,1.82000000000005,Sunday,True
2024-12-15,18,11,0,119.23,10.99,America/Vancouver,274.74,0.0,20.0,0,0,1,0,0,0,1.5900000000000318,Sunday,True
2024-12-15,19,10,0,119.71,11.04,America/Vancouver,273.53,0.0,20.0,0,0,1,0,0,0,0.37999999999999545,Sunday,True
2024-12-15,20,6,0,63.27,5.83,America/Vancouver,273.55,0.0,20.0,0,0,1,0,0,0,0.4000000000000341,Sunday,True
2024-12-15,21,2,0,27.29,2.52,America/Vancouver,273.22,0.0,20.0,0,0,1,0,0,0,0.07000000000005002,Sunday,True
2024-12-16,11,4,0,36.59,4.54,America/Vancouver,273.04,0.6,100.0,0,1,0,0,0,0,-0.1099999999999568,Monday,False
2024-12-16,12,7,0,69.5,8.62,America/Vancouver,273.42,0.25,100.0,0,1,0,0,0,0,0.27000000000003865,Monday,False
2024-12-16,13,2,0,13.9,1.72,America/Vancouver,274.2,0.25,100.0,0,1,0,0,0,0,1.0500000000000114,Monday,False
2024-12-16,14,7,0,69.28,8.6,America/Vancouver,274.79,0.25,75.0,0,1,0,0,0,0,1.6400000000000432,Monday,False
2024-12-16,15,7,0,113.91,14.14,America/Vancouver,275.35,0.38,100.0,0,1,0,0,0,0,2.2000000000000455,Monday,False
2024-12-16,16,8,0,117.46,14.58,America/Vancouver,276.53,0.0,75.0,0,0,1,0,0,0,3.3799999999999955,Monday,False
2024-12-16,17,9,0,113.61,14.1,America/Vancouver,275.57,0.25,75.0,0,1,0,0,0,0,2.420000000000016,Monday,False
2024-12-16,18,10,0,116.19,14.42,America/Vancouver,275.35,0.0,75.0,0,0,1,0,0,0,2.2000000000000455,Monday,False
2024-12-16,19,9,0,101.8,12.63,America/Vancouver,275.14,0.0,100.0,0,0,1,0,0,0,1.990000000000009,Monday,False
2024-12-16,20,5,0,53.56,6.65,America/Vancouver,275.59,0.0,100.0,0,0,1,0,0,0,2.4399999999999977,Monday,False
2024-12-16,21,0,0,0.0,0.0,America/Vancouver,276.13,0.0,100.0,0,0,1,0,0,0,2.980000000000018,Monday,False
2024-12-17,11,5,0,78.48,16.05,America/Vancouver,275.45,1.48,100.0,0,1,0,0,0,0,2.3000000000000114,Tuesday,False
2024-12-17,12,3,0,34.42,7.04,America/Vancouver,276.25,1.02,100.0,0,1,0,0,0,0,3.1000000000000227,Tuesday,False
2024-12-17,13,0,0,0.0,0.0,America/Vancouver,276.39,1.92,100.0,0,1,0,0,0,0,3.240000000000009,Tuesday,False
2024-12-17,14,3,0,29.48,6.03,America/Vancouver,276.89,0.81,100.0,0,1,0,0,0,0,3.740000000000009,Tuesday,False
2024-12-17,15,5,0,68.2,13.95,America/Vancouver,276.51,0.8,100.0,0,1,0,0,0,0,3.3600000000000136,Tuesday,False
