date,hour,bill,pax,amount,amt_percentage,timezone,temperature_feel_like,rain_1h,clouds_all,weather_Fog,weather_Rain,weather_Clouds,weather_Clear,weather_Snow,weather_Thunderstorm,temperature_celsius,day_of_week,is_weekend
2025-01-01,21,13,0,280.56,18.01,America/Vancouver,276.47,0.685,75.0,0,1,1,0,0,0,3.32000000000005,Wednesday,False
2025-01-02,11,5,0,66.36,7.72,America/Vancouver,275.515,1.1549999999999998,100.0,0,1,0,0,0,0,2.365000000000009,Thursday,False
2025-01-02,12,6,0,64.5,7.51,America/Vancouver,275.31,1.415,100.0,0,1,0,0,0,0,2.160000000000025,Thursday,False
2025-01-02,13,2,0,20.13,2.34,America/Vancouver,275.195,1.7349999999999999,100.0,0,1,0,0,0,0,2.045000000000016,Thursday,False
2025-01-02,14,4,0,53.55,6.23,America/Vancouver,275.24,1.5950000000000002,100.0,0,1,0,0,0,0,2.090000000000032,Thursday,False
2025-01-02,15,6,0,70.66,8.22,America/Vancouver,276.15,1.515,100.0,0,1,0,0,0,0,3.0,Thursday,False
2025-01-02,16,10,0,92.27,10.74,America/Vancouver,276.325,1.415,100.0,0,1,0,0,0,0,3.1750000000000114,Thursday,False
2025-01-02,17,5,0,52.43,6.1,America/Vancouver,276.12,1.125,100.0,0,1,0,0,0,0,2.9700000000000273,Thursday,False
2025-01-02,18,21,0,232.54,27.07,America/Vancouver,276.71500000000003,0.63,100.0,0,1,0,0,0,0,3.5650000000000546,Thursday,False
2025-01-02,19,7,0,97.85,11.39,America/Vancouver,276.165,0.41,100.0,0,1,0,0,0,0,3.015000000000043,Thursday,False
2025-01-02,20,10,0,108.82,12.67,America/Vancouver,276.51,0.425,100.0,0,1,0,0,0,0,3.3600000000000136,Thursday,False
2025-01-02,21,0,0,0.0,0.0,America/Vancouver,277.14,0.2,100.0,0,1,0,0,0,0,3.990000000000009,Thursday,False
2025-01-03,11,2,0,31.9,3.06,America/Vancouver,275.27,0.785,87.5,0,1,0,0,0,0,2.1200000000000045,Friday,False
2025-01-03,12,0,0,0.0,0.0,America/Vancouver,275.945,0.9299999999999999,87.5,0,1,0,0,0,0,2.795000000000016,Friday,False
2025-01-03,13,10,0,130.64,12.54,America/Vancouver,277.395,0.805,90.5,0,1,0,0,0,0,4.2450000000000045,Friday,False
2025-01-03,14,4,0,35.65,3.42,America/Vancouver,277.925,0.49,87.5,0,1,0,0,0,0,4.775000000000034,Friday,False
2025-01-03,15,12,0,165.15,15.86,America/Vancouver,276.92999999999995,0.705,87.5,0,1,0,0,0,0,3.7799999999999727,Friday,False
2025-01-03,16,6,0,64.23,6.17,America/Vancouver,278.06,0.63,87.5,0,1,0,0,0,0,4.910000000000025,Friday,False
2025-01-03,17,11,0,135.23,12.98,America/Vancouver,276.79499999999996,0.265,70.0,0,1,0,0,0,0,3.644999999999982,Friday,False
2025-01-03,18,13,0,175.6,16.86,America/Vancouver,276.105,0.485,70.0,0,1,0,0,0,0,2.955000000000041,Friday,False
2025-01-03,19,12,0,139.06,13.35,America/Vancouver,276.24,0.28500000000000003,70.0,0,1,0,0,0,0,3.090000000000032,Friday,False
2025-01-03,20,9,0,98.19,9.43,America/Vancouver,276.01,0.07,87.5,0,1,1,0,0,0,2.8600000000000136,Friday,False
2025-01-03,21,6,0,65.83,6.32,America/Vancouver,276.31,0.055,87.5,0,1,1,0,0,0,3.160000000000025,Friday,False
2025-01-04,11,4,0,49.79,4.32,America/Vancouver,277.945,1.62,100.0,1,1,0,0,0,0,4.795000000000016,Saturday,True
2025-01-04,12,4,0,42.27,3.67,America/Vancouver,278.525,1.27,100.0,0,1,0,0,0,0,5.375,Saturday,True
2025-01-04,13,7,0,50.95,4.42,America/Vancouver,278.70500000000004,0.75,100.0,0,1,0,0,0,0,5.555000000000064,Saturday,True
2025-01-04,14,12,0,130.1,11.29,America/Vancouver,278.28499999999997,0.44,87.5,0,1,0,0,0,0,5.134999999999991,Saturday,True
2025-01-04,15,7,0,128.38,11.14,America/Vancouver,278.595,0.395,87.5,0,1,0,0,0,0,5.44500000000005,Saturday,True
2025-01-04,16,8,0,104.11,9.03,America/Vancouver,277.86,0.465,100.0,0,1,0,0,0,0,4.710000000000036,Saturday,True
2025-01-04,17,6,0,79.71,6.92,America/Vancouver,277.87,0.685,100.0,0,1,0,0,0,0,4.720000000000027,Saturday,True
2025-01-04,18,10,0,73.87,6.41,America/Vancouver,278.53,0.675,100.0,0,1,0,0,0,0,5.3799999999999955,Saturday,True
2025-01-04,19,11,0,157.77,13.69,America/Vancouver,277.71000000000004,4.36,100.0,0,1,0,0,0,0,4.560000000000059,Saturday,True
2025-01-04,20,18,0,258.06,22.39,America/Vancouver,277.32,1.18,100.0,0,1,0,0,0,0,4.170000000000016,Saturday,True
2025-01-04,21,6,0,77.55,6.73,America/Vancouver,278.065,0.5700000000000001,70.0,0,1,0,0,0,0,4.9150000000000205,Saturday,True
2025-01-05,11,2,0,31.48,2.6,America/Vancouver,277.96000000000004,0.21,100.0,0,1,1,0,0,0,4.810000000000059,Sunday,True
2025-01-05,12,10,0,101.62,8.4,America/Vancouver,277.28999999999996,1.24,87.5,0,1,1,0,0,0,4.139999999999986,Sunday,True
2025-01-05,13,5,0,57.76,4.77,America/Vancouver,277.115,1.005,100.0,1,1,1,0,0,0,3.965000000000032,Sunday,True
2025-01-05,14,4,0,60.28,4.98,America/Vancouver,275.935,1.805,87.5,1,1,1,0,0,0,2.785000000000025,Sunday,True
2025-01-05,15,12,0,132.44,10.94,America/Vancouver,276.065,2.34,87.5,1,1,1,0,0,0,2.9150000000000205,Sunday,True
2025-01-05,16,19,0,252.75,20.88,America/Vancouver,276.62,2.245,93.5,1,1,1,0,0,0,3.4700000000000273,Sunday,True
2025-01-05,17,13,0,140.97,11.65,America/Vancouver,276.14,2.43,95.5,1,1,1,0,0,0,2.990000000000009,Sunday,True
2025-01-05,18,15,0,147.38,12.18,America/Vancouver,276.20500000000004,2.665,96.0,1,1,1,0,0,0,3.0550000000000637,Sunday,True
2025-01-05,19,11,0,119.49,9.87,America/Vancouver,275.49,1.37,86.5,0,1,1,0,0,0,2.340000000000032,Sunday,True
2025-01-05,20,11,0,114.65,9.47,America/Vancouver,276.20000000000005,1.6,80.0,0,1,1,0,0,0,3.050000000000068,Sunday,True
2025-01-05,21,3,0,51.65,4.27,America/Vancouver,275.82,1.955,62.0,0,1,1,0,0,0,2.670000000000016,Sunday,True
2025-01-06,11,1,0,15.47,2.11,America/Vancouver,278.32500000000005,0.125,38.5,0,1,0,1,0,0,5.175000000000068,Monday,False
2025-01-06,12,7,0,102.88,14.02,America/Vancouver,278.405,0.0,20.0,0,0,1,1,0,0,5.2549999999999955,Monday,False
2025-01-06,13,5,0,65.56,8.94,America/Vancouver,278.2,0.0,40.0,0,0,1,0,0,0,5.050000000000011,Monday,False
2025-01-06,14,5,0,58.22,7.94,America/Vancouver,278.90999999999997,0.0,30.0,0,0,1,0,0,0,5.759999999999991,Monday,False
2025-01-06,15,6,0,81.13,11.06,America/Vancouver,279.61,0.0,75.0,0,0,1,0,0,0,6.460000000000036,Monday,False
2025-01-06,16,8,0,114.76,15.64,America/Vancouver,278.995,0.0,75.0,0,0,1,0,0,0,5.845000000000027,Monday,False
2025-01-06,17,5,0,55.64,7.58,America/Vancouver,277.19,0.0,57.5,0,0,1,0,0,0,4.0400000000000205,Monday,False
2025-01-06,18,7,0,81.08,11.05,America/Vancouver,277.105,0.0,57.5,0,0,1,0,0,0,3.955000000000041,Monday,False
2025-01-06,19,10,0,99.82,13.61,America/Vancouver,276.11,0.0,87.5,0,0,1,0,0,0,2.9600000000000364,Monday,False
2025-01-06,20,9,0,59.05,8.05,America/Vancouver,276.93,0.0,100.0,0,0,1,0,0,0,3.7800000000000296,Monday,False
2025-01-06,21,0,0,0.0,0.0,America/Vancouver,277.27,0.0,87.5,1,0,1,0,0,0,4.1200000000000045,Monday,False
2025-01-07,11,5,0,40.42,6.37,America/Vancouver,276.025,0.0,87.5,1,0,1,0,0,0,2.875,Tuesday,False
2025-01-07,12,3,0,22.43,3.54,America/Vancouver,277.22,0.0,99.0,0,0,1,0,0,0,4.07000000000005,Tuesday,False
2025-01-07,13,5,0,56.81,8.96,America/Vancouver,276.86,0.0,87.5,0,0,1,0,0,0,3.7100000000000364,Tuesday,False
2025-01-07,14,4,0,72.92,11.49,America/Vancouver,277.79,0.0,87.5,0,0,1,0,0,0,4.640000000000043,Tuesday,False
2025-01-07,15,5,0,51.65,8.14,America/Vancouver,278.275,0.125,75.0,0,1,1,0,0,0,5.125,Tuesday,False
2025-01-07,16,5,0,61.43,9.68,America/Vancouver,278.625,0.0,75.0,0,0,1,0,0,0,5.475000000000023,Tuesday,False
2025-01-07,17,8,0,93.27,14.7,America/Vancouver,277.15999999999997,0.115,75.0,0,1,1,0,0,0,4.009999999999991,Tuesday,False
2025-01-07,18,7,0,72.84,11.48,America/Vancouver,276.825,0.0,87.5,0,0,1,0,0,0,3.6750000000000114,Tuesday,False
2025-01-07,19,4,0,56.12,8.85,America/Vancouver,277.4,0.0,87.5,0,0,1,0,0,0,4.25,Tuesday,False
2025-01-07,20,10,0,106.5,16.79,America/Vancouver,276.17,0.0,70.0,0,1,1,0,0,0,3.0200000000000387,Tuesday,False
2025-01-07,21,0,0,0.0,0.0,America/Vancouver,275.55,0.19,60.0,0,1,1,0,0,0,2.400000000000034,Tuesday,False
2025-01-08,11,5,0,200.76,21.27,America/Vancouver,278.90999999999997,0.44,100.0,0,1,1,0,0,0,5.759999999999991,Wednesday,False
2025-01-08,12,6,0,71.18,7.54,America/Vancouver,277.70000000000005,0.36,100.0,0,1,1,0,0,0,4.550000000000068,Wednesday,False
2025-01-08,13,10,0,132.52,14.04,America/Vancouver,278.955,0.125,87.5,0,1,1,0,0,0,5.805000000000007,Wednesday,False
2025-01-08,14,6,0,143.25,15.17,America/Vancouver,278.495,0.275,87.5,0,1,1,0,0,0,5.345000000000027,Wednesday,False
2025-01-08,15,8,0,109.88,11.64,America/Vancouver,279.36,0.145,75.0,0,1,1,0,0,0,6.210000000000036,Wednesday,False
2025-01-08,16,3,0,33.05,3.5,America/Vancouver,278.46500000000003,0.0,56.5,0,0,1,0,0,0,5.315000000000055,Wednesday,False
2025-01-08,17,4,0,42.1,4.46,America/Vancouver,278.35,0.0,55.5,0,0,1,0,0,0,5.2000000000000455,Wednesday,False
2025-01-08,18,8,0,94.39,10.0,America/Vancouver,277.74,0.0,48.5,0,0,1,0,0,0,4.590000000000032,Wednesday,False
2025-01-08,19,12,0,89.35,9.46,America/Vancouver,276.565,0.0,37.5,0,0,1,1,0,0,3.4150000000000205,Wednesday,False
2025-01-08,20,3,0,27.6,2.92,America/Vancouver,278.125,0.0,20.5,1,0,1,0,0,0,4.975000000000023,Wednesday,False
2025-01-08,21,0,0,0.0,0.0,America/Vancouver,277.20500000000004,0.0,26.0,1,0,1,0,0,0,4.055000000000064,Wednesday,False
2025-01-09,11,2,0,20.14,2.59,America/Vancouver,276.405,0.0,57.5,0,0,1,0,0,0,3.2549999999999955,Thursday,False
2025-01-09,12,3,0,61.84,7.94,America/Vancouver,277.49,0.0,75.0,0,0,1,0,0,0,4.340000000000032,Thursday,False
2025-01-09,13,8,0,71.75,9.22,America/Vancouver,278.175,0.0,87.5,0,0,1,0,0,0,5.025000000000034,Thursday,False
2025-01-09,14,9,0,86.9,11.16,America/Vancouver,279.78999999999996,0.0,55.5,0,0,1,0,0,0,6.639999999999986,Thursday,False
2025-01-09,15,7,0,65.55,8.42,America/Vancouver,280.73,0.0,56.0,0,0,1,0,0,0,7.580000000000041,Thursday,False
2025-01-09,16,12,0,110.75,14.23,America/Vancouver,279.265,0.0,67.0,0,0,1,0,0,0,6.115000000000009,Thursday,False
2025-01-09,17,17,0,162.34,20.86,America/Vancouver,277.99,0.0,95.0,0,0,1,0,0,0,4.840000000000032,Thursday,False
2025-01-09,18,9,0,83.41,10.72,America/Vancouver,278.28499999999997,0.125,98.0,0,1,1,0,0,0,5.134999999999991,Thursday,False
2025-01-09,19,10,0,94.34,12.12,America/Vancouver,276.485,0.18,100.0,0,1,1,0,0,0,3.3350000000000364,Thursday,False
2025-01-09,20,3,0,21.4,2.75,America/Vancouver,275.775,0.125,87.5,0,1,1,0,0,0,2.625,Thursday,False
2025-01-09,21,0,0,0.0,0.0,America/Vancouver,276.71000000000004,0.095,87.5,0,1,1,0,0,0,3.560000000000059,Thursday,False
2025-01-10,11,6,0,32.76,2.29,America/Vancouver,276.14,0.26,87.5,1,1,0,0,0,0,2.990000000000009,Friday,False
2025-01-10,12,8,0,141.57,9.9,America/Vancouver,275.985,0.365,87.5,0,1,0,0,0,0,2.8350000000000364,Friday,False
2025-01-10,13,16,0,146.75,10.26,America/Vancouver,277.0,0.13,87.5,0,1,1,0,0,0,3.8500000000000227,Friday,False
2025-01-10,14,6,0,87.76,6.14,America/Vancouver,277.24,0.165,87.5,0,1,1,0,0,0,4.090000000000032,Friday,False
2025-01-10,15,10,0,137.44,9.61,America/Vancouver,277.03,0.28,57.5,0,1,1,0,0,0,3.8799999999999955,Friday,False
2025-01-10,16,9,0,92.31,6.46,America/Vancouver,277.005,0.125,60.0,0,1,1,0,0,0,3.855000000000018,Friday,False
2025-01-10,17,9,0,88.42,6.18,America/Vancouver,276.425,0.36,60.0,0,1,1,0,0,0,3.275000000000034,Friday,False
2025-01-10,18,18,0,199.73,13.97,America/Vancouver,276.54,0.175,60.0,0,1,1,0,0,0,3.390000000000043,Friday,False
2025-01-10,19,17,0,192.73,13.48,America/Vancouver,276.325,0.09,60.0,0,1,1,0,0,0,3.1750000000000114,Friday,False
2025-01-10,20,11,0,191.61,13.4,America/Vancouver,276.04,0.4,87.5,0,1,1,0,0,0,2.890000000000043,Friday,False
2025-01-10,21,10,0,118.54,8.29,America/Vancouver,275.905,7.53,87.5,0,1,0,0,0,0,2.7549999999999955,Friday,False
2025-01-11,11,7,0,70.42,3.6,America/Vancouver,278.26,0.36,87.5,0,1,0,0,0,0,5.110000000000014,Saturday,True
2025-01-11,12,16,0,114.4,5.85,America/Vancouver,278.43,0.46,87.5,0,1,0,0,0,0,5.28000000000003,Saturday,True
2025-01-11,13,20,0,167.47,8.56,America/Vancouver,279.105,0.18,87.5,0,1,0,0,0,0,5.955000000000041,Saturday,True
2025-01-11,14,34,0,250.66,12.81,America/Vancouver,278.525,0.09,87.5,0,1,1,0,0,0,5.375,Saturday,True
2025-01-11,15,29,0,202.58,10.36,America/Vancouver,278.9,0.075,87.5,0,1,1,0,0,0,5.75,Saturday,True
2025-01-11,16,30,0,203.52,10.4,America/Vancouver,277.92,0.32999999999999996,87.5,0,1,0,0,0,0,4.770000000000039,Saturday,True
2025-01-11,17,22,0,146.47,7.49,America/Vancouver,277.66999999999996,0.32,87.5,0,1,0,0,0,0,4.519999999999982,Saturday,True
2025-01-11,18,30,0,201.81,10.32,America/Vancouver,278.42999999999995,0.36,87.5,0,1,1,0,0,0,5.279999999999973,Saturday,True
2025-01-11,19,38,0,251.95,12.88,America/Vancouver,278.03999999999996,0.225,100.0,0,1,1,0,0,0,4.889999999999986,Saturday,True
2025-01-11,20,34,0,232.55,11.89,America/Vancouver,277.81,1.93,75.0,0,1,1,0,0,0,4.660000000000025,Saturday,True
2025-01-11,21,13,0,114.45,5.85,America/Vancouver,277.57000000000005,1.645,87.5,0,1,0,0,0,0,4.420000000000073,Saturday,True
2025-01-12,11,14,0,109.25,5.09,America/Vancouver,278.69,0.56,89.0,0,1,1,0,0,0,5.5400000000000205,Sunday,True
2025-01-12,12,19,0,129.96,6.05,America/Vancouver,279.235,0.05,90.5,0,0,1,0,0,0,6.085000000000036,Sunday,True
2025-01-12,13,26,0,157.82,7.35,America/Vancouver,279.06,0.125,77.5,0,1,1,0,0,0,5.910000000000025,Sunday,True
2025-01-12,14,46,0,283.66,13.21,America/Vancouver,279.03499999999997,0.265,93.0,0,1,1,0,0,0,5.884999999999991,Sunday,True
2025-01-12,15,46,0,305.28,14.22,America/Vancouver,279.095,0.38,88.0,0,1,1,0,0,0,5.94500000000005,Sunday,True
2025-01-12,16,41,0,214.51,9.99,America/Vancouver,278.82,0.71,87.0,0,1,1,0,0,0,5.670000000000016,Sunday,True
2025-01-12,17,29,0,217.07,10.11,America/Vancouver,278.9,0.8,58.5,1,1,1,0,0,0,5.75,Sunday,True
2025-01-12,18,34,0,230.69,10.75,America/Vancouver,276.245,1.775,57.5,1,1,1,0,0,0,3.0950000000000273,Sunday,True
2025-01-12,19,21,0,141.37,6.59,America/Vancouver,277.815,1.945,56.0,1,1,1,0,0,0,4.6650000000000205,Sunday,True
2025-01-12,20,34,0,248.42,11.57,America/Vancouver,277.095,0.52,50.0,1,1,0,1,0,0,3.94500000000005,Sunday,True
2025-01-12,21,13,0,81.53,3.8,America/Vancouver,277.97,0.86,87.5,1,1,1,0,0,0,4.82000000000005,Sunday,True
2025-01-13,11,4,0,41.46,4.39,America/Vancouver,276.78,0.0,60.0,0,0,1,0,0,0,3.6299999999999955,Monday,False
2025-01-13,12,4,0,90.58,9.59,America/Vancouver,277.395,0.0,60.0,0,0,1,0,0,0,4.2450000000000045,Monday,False
2025-01-13,13,8,0,59.95,6.35,America/Vancouver,278.47,0.0,60.0,0,0,1,0,0,0,5.32000000000005,Monday,False
2025-01-13,14,8,0,142.56,15.09,America/Vancouver,277.98,0.0,60.0,0,0,1,0,0,0,4.830000000000041,Monday,False
2025-01-13,15,8,0,106.87,11.31,America/Vancouver,279.15,0.0,60.0,0,0,1,0,0,0,6.0,Monday,False
2025-01-13,16,9,0,107.56,11.39,America/Vancouver,278.75,0.05,69.0,0,0,1,0,0,0,5.600000000000023,Monday,False
2025-01-13,17,7,0,66.2,7.01,America/Vancouver,277.985,0.0,60.0,0,0,1,0,0,0,4.835000000000036,Monday,False
2025-01-13,18,16,0,154.87,16.39,America/Vancouver,277.03499999999997,0.0,60.0,0,0,1,0,0,0,3.884999999999991,Monday,False
2025-01-13,19,10,0,121.29,12.84,America/Vancouver,277.115,0.0,47.5,0,0,1,0,0,0,3.965000000000032,Monday,False
2025-01-13,20,8,0,53.37,5.65,America/Vancouver,275.79999999999995,0.125,60.0,0,1,1,0,0,0,2.6499999999999773,Monday,False
2025-01-13,21,0,0,0.0,0.0,America/Vancouver,274.455,0.0,47.5,0,0,1,0,0,0,1.3050000000000068,Monday,False
2025-01-14,11,8,0,93.37,11.02,America/Vancouver,278.075,0.0,75.0,0,0,1,0,0,0,4.925000000000011,Tuesday,False
2025-01-14,12,7,0,115.73,13.66,America/Vancouver,278.55999999999995,0.0,75.0,0,0,1,0,0,0,5.409999999999968,Tuesday,False
2025-01-14,13,7,0,52.82,6.24,America/Vancouver,279.85,0.0,63.0,0,0,1,0,0,0,6.7000000000000455,Tuesday,False
2025-01-14,14,8,0,97.72,11.54,America/Vancouver,279.76,0.0,62.0,0,0,1,0,0,0,6.610000000000014,Tuesday,False
2025-01-14,15,10,0,142.27,16.8,America/Vancouver,279.75,0.0,81.0,0,0,1,0,0,0,6.600000000000023,Tuesday,False
2025-01-14,16,5,0,49.28,5.81,America/Vancouver,279.13,0.0,82.0,0,0,1,0,0,0,5.980000000000018,Tuesday,False
2025-01-14,17,4,0,64.41,7.6,America/Vancouver,279.5,0.0,58.0,0,0,1,0,0,0,6.350000000000023,Tuesday,False
2025-01-14,18,11,0,117.97,13.92,America/Vancouver,278.39,0.0,75.0,0,0,1,0,0,0,5.240000000000009,Tuesday,False
2025-01-14,19,12,0,94.87,11.2,America/Vancouver,276.715,0.0,87.5,0,0,1,0,0,0,3.5649999999999977,Tuesday,False
2025-01-14,20,8,0,61.22,7.23,America/Vancouver,276.37,0.0,72.5,0,0,1,0,0,0,3.2200000000000273,Tuesday,False
2025-01-14,21,0,0,0.0,0.0,America/Vancouver,276.905,0.0,100.0,0,0,1,0,0,0,3.7549999999999955,Tuesday,False
2025-01-15,11,3,0,23.3,2.21,America/Vancouver,279.175,0.125,47.5,0,1,1,0,0,0,6.025000000000034,Wednesday,False
2025-01-15,12,12,0,109.72,10.41,America/Vancouver,280.32000000000005,0.125,47.5,0,1,1,0,0,0,7.170000000000073,Wednesday,False
2025-01-15,13,4,0,53.89,5.11,America/Vancouver,280.97,0.0,20.0,0,0,1,0,0,0,7.82000000000005,Wednesday,False
2025-01-15,14,11,0,140.9,13.37,America/Vancouver,281.82,0.0,12.5,0,0,1,1,0,0,8.670000000000016,Wednesday,False
2025-01-15,15,15,0,128.22,12.17,America/Vancouver,281.635,0.0,11.5,0,0,1,1,0,0,8.485000000000014,Wednesday,False
2025-01-15,16,11,0,118.36,11.23,America/Vancouver,280.20500000000004,0.0,14.5,0,0,1,1,0,0,7.055000000000064,Wednesday,False
2025-01-15,17,7,0,73.84,7.01,America/Vancouver,279.32000000000005,0.0,33.5,0,0,1,0,0,0,6.170000000000073,Wednesday,False
2025-01-15,18,14,0,123.94,11.76,America/Vancouver,278.565,0.0,57.0,0,0,1,0,0,0,5.4150000000000205,Wednesday,False
2025-01-15,19,15,0,142.41,13.52,America/Vancouver,278.065,0.0,57.0,0,0,1,0,0,0,4.9150000000000205,Wednesday,False
2025-01-15,20,12,0,138.99,13.19,America/Vancouver,276.44,0.0,57.5,0,0,1,0,0,0,3.2900000000000205,Wednesday,False
2025-01-15,21,0,0,0.0,0.0,America/Vancouver,276.345,0.0,81.5,0,0,1,0,0,0,3.19500000000005,Wednesday,False
2025-01-16,11,7,0,65.48,7.01,America/Vancouver,277.875,0.0,87.5,0,0,1,0,0,0,4.725000000000023,Thursday,False
2025-01-16,12,9,0,79.21,8.47,America/Vancouver,276.66499999999996,0.0,87.5,0,0,1,0,0,0,3.5149999999999864,Thursday,False
2025-01-16,13,12,0,93.37,9.99,America/Vancouver,277.815,0.125,70.0,0,1,1,0,0,0,4.6650000000000205,Thursday,False
2025-01-16,14,7,0,127.37,13.63,America/Vancouver,278.07,0.0,60.0,0,0,1,0,0,0,4.920000000000016,Thursday,False
2025-01-16,15,15,0,123.86,13.25,America/Vancouver,278.5,0.0,60.0,0,1,1,0,0,0,5.350000000000023,Thursday,False
2025-01-16,16,18,0,138.05,14.77,America/Vancouver,278.015,0.12,50.0,0,1,0,1,0,0,4.865000000000009,Thursday,False
2025-01-16,17,10,0,67.82,7.26,America/Vancouver,276.145,0.095,50.0,0,1,0,1,0,0,2.9950000000000045,Thursday,False
2025-01-16,18,11,0,92.09,9.85,America/Vancouver,275.56,0.21,50.0,0,1,0,1,0,0,2.410000000000025,Thursday,False
2025-01-16,19,14,0,113.2,12.11,America/Vancouver,276.375,0.28,50.0,0,1,0,1,0,0,3.2250000000000227,Thursday,False
2025-01-16,20,4,0,34.3,3.67,America/Vancouver,276.28,0.57,60.0,0,1,1,0,0,0,3.1299999999999955,Thursday,False
